CAR_SELL_NO,CAR_ID,CAR_SELL_EA,CAR_SELL_PRICE,CAR_SELL_DATE,,,CAR_ID,CAR_NAME,CAR_MAKER,CAR_MAKE_YEAR,CAR_PRICE
1956,Q850678922,16,1311264,2024-06-24,,,,,,,
1957,Z742478223,28,31444,2024-08-11,,,,,,,
1958,F073599766,17,892177,2024-10-27,,,,,,,
1959,O450804669,5,192950,2024-05-16,,,,,,,
1960,P222000440,20,453900,2024-05-22,,,,,,,
1961,V981564839,10,988880,2024-10-21,,,,,,,
1962,W536888744,21,630903,2024-07-03,,,,,,,
1963,P070368244,20,1937180,2024-01-06,,,,,,,
1964,Q276883096,13,534235,2024-06-04,,,,,,,
1965,Q707393868,30,2101710,2024-02-22,,,,,,,
1966,O154986055,12,1130796,2024-06-14,,,,,,,
1967,G123356987,7,248668,2024-05-21,,,,,,,
1968,J714877994,28,1218252,2024-09-22,,,,,,,
1969,F573128915,24,752328,2024-07-17,,,,,,,
1970,S158738394,18,1204578,2024-09-07,,,,,,,
1971,S864116125,22,552310,2024-12-20,,,,,,,
1972,L349083906,13,84292,2024-06-30,,,,,,,
1973,D747892885,30,2768700,2024-01-04,,,,,,,
1974,G791421681,9,780264,2024-09-17,,,,,,,
1975,W319274254,10,955250,2024-10-11,,,,,,,
1976,A844092346,28,283528,2024-10-30,,,,,,,
1977,V178697294,15,270495,2024-09-24,,,,,,,
1978,U750243814,7,617344,2024-06-13,,,,,,,
1979,K157947778,25,2473075,2024-11-25,,,,,,,
1980,Q276883096,8,328760,2024-07-14,,,,,,,
1981,P223050040,13,60996,2024-07-03,,,,,,,
1982,O663336224,27,1143531,2024-03-28,,,,,,,
1983,L297770115,8,12680,2024-07-16,,,,,,,
1984,V287532763,1,73934,2024-08-10,,,,,,,
1985,W775903896,22,334092,2024-12-24,,,,,,,
1986,T856630757,1,4935,2024-07-14,,,,,,,
1987,D104907146,3,49983,2024-09-27,,,,,,,
1988,I977809955,8,382920,2024-03-02,,,,,,,
1989,P179720257,30,2910690,2024-05-13,,,,,,,
1990,P223050040,14,65688,2024-01-30,,,,,,,
1991,Y692860867,9,684801,2024-06-07,,,,,,,
1992,O482969425,26,1075178,2024-09-13,,,,,,,
1993,H194276166,12,1186800,2024-07-23,,,,,,,
1994,Y937472721,7,179774,2024-12-08,,,,,,,
1995,J487303391,9,180198,2024-07-25,,,,,,,
1996,L625837335,20,97260,2024-02-29,,,,,,,
1997,Y052029588,29,798312,2024-05-19,,,,,,,
1998,W245969928,23,1396077,2024-05-01,,,,,,,
1999,N045002927,19,1635805,2024-08-26,,,,,,,
2000,K038228761,12,762984,2024-05-23,,,,,,,
2001,W426789524,22,942854,2024-06-20,,,,,,,
2002,F084223066,2,57408,2024-03-26,,,,,,,
2003,Y342036938,21,1771308,2024-06-18,,,,,,,
2004,Z012094881,23,361629,2024-05-25,,,,,,,
2005,K941882496,8,238840,2024-10-23,,,,,,,
2006,S668098910,3,55350,2024-08-22,,,,,,,
2007,E018566127,7,371875,2024-05-20,,,,,,,
2008,Z488013552,13,412789,2024-12-23,,,,,,,
2009,C122385066,28,2606100,2024-03-04,,,,,,,
2010,O630529849,25,2497400,2024-09-17,,,,,,,
2011,L682245013,29,588062,2024-05-30,,,,,,,
2012,R776416412,26,2188368,2024-06-15,,,,,,,
2013,G901807390,2,175832,2024-05-21,,,,,,,
2014,J584027212,13,617058,2024-01-07,,,,,,,
2015,I019914614,30,185640,2024-12-20,,,,,,,
2016,Q009275024,18,1593684,2024-11-29,,,,,,,
2017,P846901913,10,796560,2024-02-01,,,,,,,
2018,A838680227,17,711892,2024-01-03,,,,,,,
2019,A204540573,26,1910610,2024-09-01,,,,,,,
2020,G679706104,5,172135,2024-03-04,,,,,,,
2021,X754687395,12,1047336,2024-10-06,,,,,,,
2022,C214564354,8,233840,2024-02-21,,,,,,,
2023,C695876719,9,94914,2024-01-02,,,,,,,
2024,V982691755,5,13175,2024-06-30,,,,,,,
2025,K776229452,27,1640358,2024-03-14,,,,,,,
2026,D027734551,8,787000,2024-09-25,,,,,,,
2027,N147457289,5,278480,2024-07-20,,,,,,,
2028,L792975340,9,177435,2024-04-22,,,,,,,
2029,Q653675753,12,892692,2024-10-30,,,,,,,
2030,E054956624,14,651728,2024-06-07,,,,,,,
2031,O883081970,20,135920,2024-10-06,,,,,,,
,F582803310,18,1269144,2021-01-20,,,,,,,
,Q429923717,21,1394967,2021-08-10,,,,,,,
,C633404888,25,461900,2021-11-30,,,,,,,
,C647821765,11,927850,2021-08-09,,,,,,,
,T188620217,26,1669278,2021-04-26,,,,,,,
,H957734696,30,734160,2021-09-09,,,,,,,
,E499740364,7,559195,2021-12-29,,,,,,,
,G940289043,10,702620,2021-06-18,,,,,,,
,Y087442545,22,1976700,2021-12-23,,,,,,,
,W747843191,30,872880,2021-04-03,,,,,,,
,B926164119,10,866660,2021-06-09,,,,,,,
,M926037407,17,527017,2021-09-02,,,,,,,
,Q955787248,9,296289,2021-06-06,,,,,,,
,C304398698,30,1441380,2021-04-20,,,,,,,
,Q429923717,12,797124,2021-11-23,,,,,,,
,P536025382,30,442470,2021-09-16,,,,,,,
,B929855657,11,485452,2021-07-09,,,,,,,
,P024096291,21,490854,2021-03-02,,,,,,,
,K849117844,12,746568,2021-08-07,,,,,,,
,P758063670,9,802908,2021-12-18,,,,,,,
,L527089852,6,455898,2021-03-17,,,,,,,
,C713131951,13,1097720,2021-06-03,,,,,,,
,I856285533,7,672280,2021-08-12,,,,,,,
,C303397977,13,108329,2021-06-04,,,,,,,
,P631422045,3,82839,2021-10-03,,,,,,,
,T338673690,20,57660,2021-07-08,,,,,,,
,H669884465,16,500928,2021-07-28,,,,,,,
,S834123388,29,1965301,2021-12-07,,,,,,,
,R063315992,23,487715,2021-01-22,,,,,,,
,C380984978,23,907051,2021-09-25,,,,,,,
,C380371093,3,80907,2021-09-14,,,,,,,
,B053739247,27,1075869,2021-11-07,,,,,,,
,V758356688,30,1218840,2021-10-28,,,,,,,
,T856630757,19,93765,2021-10-28,,,,,,,
,R232083239,22,1673298,2021-03-04,,,,,,,
,L776796466,28,715876,2021-03-21,,,,,,,
,R549345070,17,467721,2021-07-12,,,,,,,
,L597122875,5,444720,2021-06-22,,,,,,,
,A606895442,5,146005,2021-07-02,,,,,,,
,X696305223,30,2636910,2021-09-08,,,,,,,
,F377737243,15,877530,2021-06-21,,,,,,,
,F983336578,16,1555024,2021-07-06,,,,,,,
,G328694289,13,663793,2021-06-09,,,,,,,
,A327295656,2,193482,2021-10-28,,,,,,,
,G940289043,25,1756550,2021-03-02,,,,,,,
,V145978884,22,329846,2021-02-10,,,,,,,
,H618072743,29,834272,2021-12-06,,,,,,,
,S629510692,21,848358,2021-02-08,,,,,,,
,C486762080,23,1983520,2021-11-04,,,,,,,
,H797052807,7,173201,2021-12-11,,,,,,,
,L132949567,6,285246,2021-07-09,,,,,,,
,P846901913,20,1593120,2021-10-12,,,,,,,
,K432300765,8,66288,2021-02-06,,,,,,,
,B697489945,2,65970,2021-05-28,,,,,,,
,B970071055,30,2282880,2021-02-11,,,,,,,
,A228947734,27,1511055,2021-07-22,,,,,,,
,G255857757,13,731094,2021-09-19,,,,,,,
,K967283819,29,602736,2021-11-27,,,,,,,
,C380371093,24,647256,2021-02-06,,,,,,,
,K675118973,27,190782,2021-11-10,,,,,,,
,E619219917,24,675288,2021-06-13,,,,,,,
,D526812125,5,24770,2021-08-12,,,,,,,
,I019914614,15,92820,2021-07-29,,,,,,,
,H937158201,14,69776,2021-03-08,,,,,,,
,Z156770438,8,22264,2021-05-15,,,,,,,
,J456097220,19,639160,2021-12-18,,,,,,,
,I249048847,17,186694,2021-02-14,,,,,,,
,Z936649926,14,1251040,2021-02-01,,,,,,,
,B682141748,2,164286,2021-05-21,,,,,,,
,V091858224,13,178594,2021-08-05,,,,,,,
,S993709882,23,1244553,2021-01-13,,,,,,,
,L178691740,18,1093806,2021-09-09,,,,,,,
,I153209246,4,226956,2021-04-27,,,,,,,
,L178691740,24,1458408,2021-02-11,,,,,,,
,I820340673,8,96520,2021-09-02,,,,,,,
,I287499056,13,1116115,2021-03-03,,,,,,,
,W319274254,22,2101550,2021-06-15,,,,,,,
,E619219917,18,506466,2021-04-21,,,,,,,
,F084223066,5,143520,2021-09-06,,,,,,,
,L435805178,19,296001,2021-01-24,,,,,,,
,V345497468,30,2404590,2021-01-25,,,,,,,
,R851582856,16,434768,2021-10-22,,,,,,,
,F473905391,30,2864820,2021-04-15,,,,,,,
,Q850678922,21,1721034,2021-03-19,,,,,,,
,Q878145912,12,155568,2021-01-24,,,,,,,
,U129684275,7,357504,2021-01-27,,,,,,,
,V126584428,9,132372,2021-02-25,,,,,,,
,E755360650,25,1055700,2021-02-11,,,,,,,
,P829129866,14,1378874,2021-10-29,,,,,,,
,A580579654,1,28768,2021-04-21,,,,,,,
,Q031874019,5,179620,2021-06-02,,,,,,,
,D566525219,20,1085320,2021-04-30,,,,,,,
,O892921644,2,14492,2021-09-18,,,,,,,
,Y003939970,29,1980120,2021-10-08,,,,,,,
,V163912878,7,104076,2021-03-18,,,,,,,
,W944536769,10,158730,2021-05-04,,,,,,,
,D348188468,29,460955,2021-09-15,,,,,,,
,G627197312,10,703840,2021-03-24,,,,,,,
,K410090627,19,437095,2021-10-26,,,,,,,
,E018566127,23,1221875,2021-06-22,,,,,,,
,L840061218,28,2692732,2021-11-09,,,,,,,
,U793064742,30,2891340,2021-04-20,,,,,,,
,X131004086,14,828464,2021-12-01,,,,,,,
,E648622675,14,122416,2021-12-23,,,,,,,
,W426789524,16,685712,2021-04-10,,,,,,,
,H572416222,30,1367190,2021-01-07,,,,,,,
,S707572184,27,2168775,2021-12-18,,,,,,,
,L424845602,2,78168,2021-07-29,,,,,,,
,X131004086,24,1420224,2021-07-13,,,,,,,
,D295292814,12,152784,2021-02-02,,,,,,,
,L597122875,30,2668320,2021-09-28,,,,,,,
,C695876719,6,63276,2021-10-02,,,,,,,
,Z488013552,28,889084,2021-04-04,,,,,,,
,I342673109,15,1076490,2021-09-29,,,,,,,
,G516987560,14,1389934,2021-01-29,,,,,,,
,Z835518442,27,1804221,2021-04-16,,,,,,,
,W336315175,8,790360,2021-06-15,,,,,,,
,Q631063254,6,431340,2021-07-11,,,,,,,
,D636790778,12,350004,2021-11-08,,,,,,,
,Y145434488,3,125397,2021-05-13,,,,,,,
,F817772523,2,4198,2021-06-13,,,,,,,
,L976488757,6,337344,2021-05-21,,,,,,,
,D295292814,6,76392,2021-02-23,,,,,,,
,K219569383,7,630847,2021-11-04,,,,,,,
,H571457057,24,1235352,2021-12-17,,,,,,,
,K355649848,5,492885,2021-01-16,,,,,,,
,P940910126,4,330244,2021-11-06,,,,,,,
,O513345910,15,417885,2021-11-29,,,,,,,
,Q282546560,15,703080,2021-05-15,,,,,,,
,V798707875,21,380142,2021-05-09,,,,,,,
,T435687422,12,462552,2021-11-16,,,,,,,
,R851582856,9,244557,2021-03-11,,,,,,,
,R342961335,28,1593900,2021-08-17,,,,,,,
,T435687422,29,1117834,2021-08-10,,,,,,,
,V798707875,5,90510,2021-07-14,,,,,,,
,Q955787248,16,526736,2021-01-05,,,,,,,
,H214226296,22,1663222,2021-04-11,,,,,,,
,X804421918,26,665912,2021-03-08,,,,,,,
,X889246355,30,2061930,2021-03-10,,,,,,,
,T007675122,17,1407634,2021-01-14,,,,,,,
,F294229612,26,1538966,2021-06-07,,,,,,,
,R006393132,3,247911,2021-05-26,,,,,,,
,I650102432,15,1054275,2021-10-16,,,,,,,
,X547437075,18,39942,2021-05-02,,,,,,,
,H850272407,17,866337,2021-04-13,,,,,,,
,Z454157415,2,197422,2021-06-18,,,,,,,
,M059209480,14,1013222,2021-12-06,,,,,,,
,K426456728,9,674091,2021-11-02,,,,,,,
,F233952928,8,735888,2021-02-07,,,,,,,
,Y601963332,27,1454085,2021-11-20,,,,,,,
,E650113547,2,95466,2021-08-19,,,,,,,
,R006393132,4,330548,2021-08-10,,,,,,,
,P264867520,14,433720,2021-11-09,,,,,,,
,V178697294,9,162297,2021-12-22,,,,,,,
,B777474272,2,111994,2021-02-14,,,,,,,
,M387720089,24,2344104,2021-03-23,,,,,,,
,G255857757,3,168714,2021-04-17,,,,,,,
,Z348789000,28,1386252,2021-02-07,,,,,,,
,J899940068,4,117484,2021-04-15,,,,,,,
,U288325031,3,233547,2021-09-11,,,,,,,
,J084575704,5,496360,2021-05-18,,,,,,,
,E387952749,27,1854657,2021-06-24,,,,,,,
,K432300765,5,41430,2021-11-26,,,,,,,
,M354903096,19,192166,2021-03-24,,,,,,,
,L424845602,11,429924,2021-06-30,,,,,,,
,C375200856,22,719092,2021-06-23,,,,,,,
,T439170559,16,578976,2021-08-30,,,,,,,
,W825671125,24,840096,2021-06-13,,,,,,,
,O271066400,19,705793,2021-12-09,,,,,,,
,F233952928,20,1839720,2021-02-17,,,,,,,
,W648466726,2,186394,2021-06-23,,,,,,,
,N928648923,18,713592,2021-01-23,,,,,,,
,J456097220,14,470960,2021-08-18,,,,,,,
,R838650702,28,276612,2021-12-23,,,,,,,
,V466222140,1,72292,2021-03-09,,,,,,,
,N655665247,19,1183586,2021-05-06,,,,,,,
,I006383636,26,401882,2021-11-02,,,,,,,
,W177054398,19,1852006,2021-09-17,,,,,,,
,I019914614,21,129948,2021-08-12,,,,,,,
,L349083906,23,149132,2021-01-11,,,,,,,
,N037783278,9,784197,2021-01-20,,,,,,,
,I422348862,5,475135,2021-05-24,,,,,,,
,K675118973,20,141320,2021-12-30,,,,,,,
,S289337206,10,685740,2021-11-03,,,,,,,
,G373221450,15,405645,2021-09-21,,,,,,,
,V649487358,20,1472120,2021-01-08,,,,,,,
,N250087252,23,1805868,2021-06-21,,,,,,,
,T256482670,13,528671,2021-03-14,,,,,,,
,R045212163,24,378936,2021-11-14,,,,,,,
,K044004460,12,767184,2021-12-24,,,,,,,
,S906740796,9,86301,2021-07-29,,,,,,,
,J119544197,13,1112280,2021-11-05,,,,,,,
,U550239598,6,472836,2021-09-24,,,,,,,
,U195532449,12,1107312,2021-03-10,,,,,,,
,V123178807,9,735003,2021-11-26,,,,,,,
,H194276166,23,2274700,2021-05-07,,,,,,,
,T037773970,26,129506,2021-10-08,,,,,,,
,M349682280,24,2154984,2021-09-30,,,,,,,
,U900732201,30,735780,2021-07-28,,,,,,,
,Y636652899,26,1266252,2021-12-11,,,,,,,
,V549103886,29,1925774,2021-03-02,,,,,,,
,F524136742,26,486330,2021-12-05,,,,,,,
,W667463011,15,1036695,2021-02-21,,,,,,,
,X536101175,30,237360,2021-01-16,,,,,,,
,Y257746766,24,259176,2021-04-06,,,,,,,
,P044144927,5,33395,2021-09-30,,,,,,,
,Y141924972,12,783456,2021-05-07,,,,,,,
,H957734696,19,464968,2021-04-13,,,,,,,
,S255811793,18,223722,2021-10-22,,,,,,,
,U447532305,13,113763,2021-05-26,,,,,,,
,R685212970,13,72176,2021-09-29,,,,,,,
,E018566127,26,1381250,2021-08-15,,,,,,,
,Z348789000,27,1336743,2021-03-13,,,,,,,
,H433910994,1,80166,2021-07-03,,,,,,,
,J572712728,9,273690,2021-09-19,,,,,,,
,X396873831,9,648918,2021-09-19,,,,,,,
,U801239842,5,259320,2021-12-19,,,,,,,
,B674020968,26,2019680,2021-07-30,,,,,,,
,N975393626,29,987247,2021-08-11,,,,,,,
,Z117933754,26,418314,2021-09-21,,,,,,,
,P333072370,4,251916,2021-08-17,,,,,,,
,K436483658,5,163590,2021-08-12,,,,,,,
,T037773970,2,9962,2021-12-16,,,,,,,
,J060439630,2,9302,2021-12-02,,,,,,,
,T028924690,2,172452,2021-02-03,,,,,,,
,I073196826,29,424357,2021-04-20,,,,,,,
,U449146077,9,844047,2021-05-03,,,,,,,
,X297977695,20,1666400,2021-12-29,,,,,,,
,E306830715,11,394537,2021-03-04,,,,,,,
,Y342036938,24,2024352,2021-09-14,,,,,,,
,H411605976,21,1613262,2021-01-16,,,,,,,
,B198396987,13,480051,2021-06-09,,,,,,,
,Y182660926,24,1497144,2021-12-15,,,,,,,
,C692656818,28,350756,2021-09-25,,,,,,,
,K496502540,3,297264,2021-12-17,,,,,,,
,W900686286,6,288408,2021-03-30,,,,,,,
,H433910994,22,1763652,2021-02-15,,,,,,,
,H596256921,4,102492,2021-02-26,,,,,,,
,E648622675,14,122416,2021-08-24,,,,,,,
,S414961513,4,146256,2021-08-30,,,,,,,
,I419515451,17,1388475,2021-10-17,,,,,,,
,H447530732,13,1076894,2021-05-09,,,,,,,
,L424845602,20,781680,2021-08-26,,,,,,,
,G679706104,28,963956,2021-03-06,,,,,,,
,K963308401,26,1879046,2021-07-18,,,,,,,
,L682245013,9,182502,2021-08-26,,,,,,,
,K525466793,5,497190,2021-11-24,,,,,,,
,J717523165,11,736472,2021-01-05,,,,,,,
,Z832300084,23,843203,2021-04-26,,,,,,,
,L452429983,8,263248,2021-04-24,,,,,,,
,P926378923,14,934500,2021-10-10,,,,,,,
,P024096291,10,233740,2021-01-10,,,,,,,
,R145944006,12,18828,2021-09-17,,,,,,,
,T338673690,5,14415,2021-04-08,,,,,,,
,Q979647062,3,69369,2021-10-07,,,,,,,
,T857924674,28,756112,2021-10-09,,,,,,,
,H625764902,3,288933,2021-07-13,,,,,,,
,R999448986,22,364166,2021-05-09,,,,,,,
,R045212163,14,221046,2021-07-13,,,,,,,
,S720565277,9,569169,2021-11-12,,,,,,,
,G265673900,22,349778,2021-12-21,,,,,,,
,C809725832,19,1674280,2021-07-16,,,,,,,
,U267427652,21,385812,2021-07-16,,,,,,,
,N147457289,3,167088,2021-02-02,,,,,,,
,J289932404,15,587430,2021-02-07,,,,,,,
,E612715986,4,191296,2021-08-20,,,,,,,
,K038228761,2,127164,2021-05-29,,,,,,,
,C502625116,30,1191840,2021-10-09,,,,,,,
,M107246804,5,96690,2021-08-02,,,,,,,
,R549345070,5,137565,2021-01-11,,,,,,,
,I650102432,14,983990,2021-05-22,,,,,,,
,M848371534,28,1573348,2021-06-16,,,,,,,
,U828265421,30,2440650,2021-11-17,,,,,,,
,S993709882,22,1190442,2021-01-12,,,,,,,
,C303397977,18,149994,2021-02-08,,,,,,,
,Z488013552,14,444542,2021-06-20,,,,,,,
,J584027212,7,332262,2021-01-07,,,,,,,
,D027734551,13,1278875,2021-03-02,,,,,,,
,X592842496,19,711873,2021-08-25,,,,,,,
,F167425315,27,474417,2021-09-16,,,,,,,
,U407582858,2,188202,2021-04-11,,,,,,,
,F032211073,4,96512,2021-04-06,,,,,,,
,X029654553,30,549240,2021-06-23,,,,,,,
,F239751988,4,194480,2021-08-10,,,,,,,
,S027552319,27,1235169,2021-07-06,,,,,,,
,I977809955,6,287190,2021-04-07,,,,,,,
,W311612598,26,1839760,2021-10-12,,,,,,,
,A595952402,30,2386710,2021-04-02,,,,,,,
,T840592413,10,411140,2021-07-29,,,,,,,
,Y531854286,16,1446496,2021-08-12,,,,,,,
,V713206780,23,810451,2021-02-14,,,,,,,
,B674020968,7,543760,2021-03-07,,,,,,,
,P070368244,13,1259167,2021-03-22,,,,,,,
,G356830747,21,1447278,2021-12-26,,,,,,,
,S013501024,24,51000,2021-11-04,,,,,,,
,V649487358,7,515242,2021-05-24,,,,,,,
,C129010249,17,1121235,2021-03-11,,,,,,,
,D023403094,1,37092,2021-07-22,,,,,,,
,A365328864,30,574200,2021-09-07,,,,,,,
,T564991587,2,108932,2021-05-09,,,,,,,
,L178691740,9,546903,2021-10-28,,,,,,,
,X889246355,20,1374620,2021-08-03,,,,,,,
,J084606259,7,360934,2021-10-04,,,,,,,
,V602852900,23,2113240,2021-12-07,,,,,,,
,P224250726,27,2348865,2021-09-22,,,,,,,
,R838650702,23,227217,2021-09-12,,,,,,,
,S717373067,22,642180,2021-11-25,,,,,,,
,B863206560,25,88900,2021-06-08,,,,,,,
,Z742478223,17,19091,2021-07-17,,,,,,,
,V713206780,7,246659,2021-12-22,,,,,,,
,H529868855,16,1526192,2021-03-03,,,,,,,
,O106473515,12,219408,2021-09-15,,,,,,,
,G065805243,25,1190275,2021-12-11,,,,,,,
,N392819870,20,1907600,2021-12-13,,,,,,,
,D348188468,10,158950,2021-06-14,,,,,,,
,G055573166,21,731430,2021-08-11,,,,,,,
,I249048847,24,263568,2021-06-25,,,,,,,
,L065474930,25,983825,2021-07-21,,,,,,,
,K984183351,20,1265060,2021-12-21,,,,,,,
,G683484616,21,694680,2021-09-09,,,,,,,
,N769705221,17,491521,2021-11-28,,,,,,,
,A015230780,17,847110,2021-02-08,,,,,,,
,X007877659,26,270218,2021-10-06,,,,,,,
,P314703686,23,724454,2021-03-29,,,,,,,
,R851582856,22,597806,2021-03-20,,,,,,,
,G821038534,8,611760,2021-06-05,,,,,,,
,C087693814,18,671364,2021-04-25,,,,,,,
,H237881012,4,235156,2021-11-14,,,,,,,
,N250087252,26,2041416,2021-03-23,,,,,,,
,O458732744,28,1916432,2021-03-03,,,,,,,
,K157947778,12,1187076,2021-06-03,,,,,,,
,F696689292,5,85695,2021-09-30,,,,,,,
,R145944006,27,42363,2021-11-30,,,,,,,
,Z190319137,4,362304,2021-05-13,,,,,,,
,K355649848,4,394308,2021-06-07,,,,,,,
,R324526142,11,586619,2021-08-07,,,,,,,
,L776796466,15,383505,2021-02-16,,,,,,,
,K912404783,28,934724,2021-10-25,,,,,,,
,O958631113,12,464688,2021-10-26,,,,,,,
,V245404749,8,631528,2021-01-25,,,,,,,
,E439214140,20,1581140,2021-04-08,,,,,,,
,U439819936,16,766432,2021-07-03,,,,,,,
,R308840841,21,1667862,2021-06-04,,,,,,,
,S806187736,30,2414760,2021-10-22,,,,,,,
,U267427652,17,312324,2021-10-12,,,,,,,
,P702142151,6,467070,2021-02-24,,,,,,,
,G429441950,18,1274454,2021-10-10,,,,,,,
,Y859429450,22,1767172,2021-10-24,,,,,,,
,K585663062,24,1019160,2021-12-05,,,,,,,
,M848371534,9,505719,2021-05-10,,,,,,,
,N928648923,3,118932,2021-02-23,,,,,,,
,Q142940321,20,1719100,2021-06-23,,,,,,,
,N343526889,16,669856,2021-03-22,,,,,,,
,O129745380,18,496188,2021-06-11,,,,,,,
,L435805178,16,249264,2021-01-19,,,,,,,
,L960764107,7,390621,2021-10-15,,,,,,,
,X422570317,21,1564269,2021-10-21,,,,,,,
,L896002982,15,728685,2021-10-07,,,,,,,
,K357603959,6,18102,2021-06-06,,,,,,,
,Q753858224,18,1569006,2021-06-24,,,,,,,
,E660005754,19,351348,2021-11-21,,,,,,,
,P793665209,2,173898,2021-03-30,,,,,,,
,X278877011,4,390876,2021-07-16,,,,,,,
,P897836561,23,1653792,2021-08-11,,,,,,,
,R588450315,5,61300,2021-10-10,,,,,,,
,V713206780,11,387607,2021-02-10,,,,,,,
,K173473136,25,477425,2021-11-08,,,,,,,
,S041543497,4,361280,2021-04-12,,,,,,,
,C484508960,21,555870,2021-07-23,,,,,,,
,I422348862,21,1995567,2021-03-22,,,,,,,
,Y601963332,22,1184810,2021-03-08,,,,,,,
,Q275599011,25,1532475,2021-09-27,,,,,,,
,A183314876,26,2051920,2021-10-23,,,,,,,
,M107246804,15,290070,2021-01-07,,,,,,,
,M354903096,25,252850,2021-12-15,,,,,,,
,L792975340,2,39430,2021-03-10,,,,,,,
,M059209480,29,2098817,2021-01-03,,,,,,,
,Z793212332,26,872222,2021-04-03,,,,,,,
,R776416412,9,757512,2021-04-05,,,,,,,
,R897366680,1,32426,2021-07-08,,,,,,,
,K294839640,23,548826,2021-01-27,,,,,,,
,F084223066,18,516672,2021-11-30,,,,,,,
,D035741442,8,725000,2021-08-15,,,,,,,
,L527089852,13,987779,2021-05-18,,,,,,,
,G994569414,8,741120,2021-02-25,,,,,,,
,C081665282,17,1683714,2021-09-01,,,,,,,
,T525001063,4,260500,2021-02-08,,,,,,,
,Q694083292,5,439525,2021-05-19,,,,,,,
,L899573153,10,920770,2021-05-14,,,,,,,
,N575791329,29,2544054,2021-03-13,,,,,,,
,W681083986,1,84124,2021-02-04,,,,,,,
,S390408908,20,379840,2021-07-21,,,,,,,
,X775257222,15,434835,2021-03-20,,,,,,,
,O254429620,14,390712,2021-07-15,,,,,,,
,G429441950,6,424818,2021-06-06,,,,,,,
,I966527332,14,1050672,2021-10-21,,,,,,,
,B254892285,20,1502440,2021-12-29,,,,,,,
,A382490538,5,334690,2021-02-07,,,,,,,
,C278445126,7,641732,2021-10-04,,,,,,,
,E018566127,7,371875,2021-03-03,,,,,,,
,G822912920,12,855624,2021-11-06,,,,,,,
,L051140613,14,362600,2021-09-24,,,,,,,
,C214564354,13,379990,2021-01-03,,,,,,,
,I034253576,19,1231960,2021-08-29,,,,,,,
,B368741407,26,2486614,2021-02-06,,,,,,,
,W775903896,8,121488,2021-01-18,,,,,,,
,S729006635,17,1239912,2021-11-10,,,,,,,
,N954067387,25,344950,2021-08-19,,,,,,,
,K335342868,1,63681,2021-03-16,,,,,,,
,X131735671,29,1044783,2021-05-15,,,,,,,
,S204785497,8,187424,2021-07-08,,,,,,,
,T185690918,18,695736,2021-02-08,,,,,,,
,Y716982804,18,577350,2021-09-17,,,,,,,
,H957734696,26,636272,2021-07-27,,,,,,,
,A838680227,11,460636,2021-08-29,,,,,,,
,L942555157,16,609392,2021-12-06,,,,,,,
,I042029649,27,2438910,2021-12-14,,,,,,,
,N954067387,24,331152,2021-07-08,,,,,,,
,W973202434,24,1190256,2021-02-17,,,,,,,
,T338673690,14,40362,2021-10-19,,,,,,,
,G628269505,19,816696,2021-05-07,,,,,,,
,I476126759,22,1882474,2021-07-05,,,,,,,
,Q009275024,15,1328070,2021-10-17,,,,,,,
,W944536769,19,301587,2021-10-25,,,,,,,
,G679706104,28,963956,2021-12-11,,,,,,,
,M529694219,23,1553834,2021-11-20,,,,,,,
,T564991587,7,381262,2021-11-25,,,,,,,
,E262575359,7,238133,2021-02-28,,,,,,,
,H254115758,6,336618,2021-02-12,,,,,,,
,X396873831,11,793122,2021-03-06,,,,,,,
,R549345070,2,55026,2021-07-30,,,,,,,
,P024096291,11,257114,2021-03-18,,,,,,,
,O517540077,2,54354,2021-08-05,,,,,,,
,B484257659,29,814378,2021-03-11,,,,,,,
,W963859315,30,2745390,2021-11-24,,,,,,,
,V798707875,5,90510,2021-10-29,,,,,,,
,F657366749,21,868350,2021-03-09,,,,,,,
,L729285254,1,9563,2021-04-20,,,,,,,
,Y145434488,17,710583,2021-02-01,,,,,,,
,V053300636,22,1209604,2021-03-27,,,,,,,
,V602852900,30,2756400,2021-03-01,,,,,,,
,B059047199,12,822384,2021-03-14,,,,,,,
,K336182491,26,290316,2021-04-08,,,,,,,
,Q753858224,11,958837,2021-05-29,,,,,,,
,K648253971,29,2461462,2021-08-02,,,,,,,
,I042029649,27,2438910,2021-04-30,,,,,,,
,D825382288,24,1445472,2021-05-15,,,,,,,
,X131735671,17,612459,2021-07-09,,,,,,,
,I422348862,12,1140324,2021-10-20,,,,,,,
,V549103886,10,664060,2021-09-15,,,,,,,
,K819849191,7,541289,2021-08-07,,,,,,,
,X592842496,11,412137,2021-08-18,,,,,,,
,H014938554,7,538300,2021-06-14,,,,,,,
,F054769969,24,1361280,2021-06-23,,,,,,,
,P631422045,9,248517,2021-05-27,,,,,,,
,D064426196,26,1632280,2021-12-19,,,,,,,
,H625764902,21,2022531,2021-07-01,,,,,,,
,L597122875,17,1512048,2021-05-20,,,,,,,
,O771496263,3,173898,2021-09-04,,,,,,,
,G234999584,4,165096,2021-02-24,,,,,,,
,R324526142,13,693277,2021-12-03,,,,,,,
,O517540077,10,271770,2021-08-06,,,,,,,
,U711736928,24,1936968,2021-03-06,,,,,,,
,T832737926,25,2117350,2021-05-20,,,,,,,
,E619219917,18,506466,2021-02-10,,,,,,,
